sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,name,description,short_description,price,weight,status,visibility,tax_class_id,qty,is_in_stock,image,small_image,thumbnail
MJ12-L-Orange,,Default,simple,,Default Category,base,Proteus Fitness Jackshirt-L-Orange,"<p>Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p>
<p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>",Proteus Fitness Jackshirt-L-Orange,45.0,1.0,1,4,2,100.0,1.0,,,
MJ12-XL-Black,,Default,simple,,Default Category,base,Proteus Fitness Jackshirt-XL-Black,"<p>Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p>
<p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>",Proteus Fitness Jackshirt-XL-Black,45.0,1.0,1,4,2,100.0,1.0,,,
MJ12-XL-Blue,,Default,simple,,Default Category,base,Proteus Fitness Jackshirt-XL-Blue,"<p>Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p>
<p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>",Proteus Fitness Jackshirt-XL-Blue,45.0,1.0,1,4,2,100.0,1.0,,,
MJ12-XL-Orange,,Default,simple,,Default Category,base,Proteus Fitness Jackshirt-XL-Orange,"<p>Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.</p>
<p>&bull; 1/4 zip. Stand-up collar. <br />&bull; Machine wash/dry.<br />&bull; Quilted inner layer.</p>",Proteus Fitness Jackshirt-XL-Orange,45.0,1.0,1,4,2,100.0,1.0,,,
MS04-XS-Black,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-XS-Black,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-XS-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-XS-Orange,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-XS-Orange,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-XS-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-XS-Red,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-XS-Red,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-XS-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-S-Black,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-S-Black,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-S-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-S-Orange,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-S-Orange,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-S-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-S-Red,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-S-Red,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-S-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-M-Black,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-M-Black,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-M-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-M-Orange,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-M-Orange,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-M-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-M-Red,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-M-Red,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-M-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-L-Black,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-L-Black,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-L-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-L-Orange,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-L-Orange,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-L-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-L-Red,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-L-Red,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-L-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-XL-Black,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-XL-Black,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-XL-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-XL-Orange,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-XL-Orange,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-XL-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
MS04-XL-Red,,Default,simple,,Default Category,base,Gobi HeatTec&reg; Tee-XL-Red,"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Gobi HeatTec&reg; Tee-XL-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS05-XS-Black,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-XS-Black,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-XS-Black,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-XS-Blue,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-XS-Blue,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-XS-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-XS-Purple,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-XS-Purple,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-XS-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-S-Black,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-S-Black,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-S-Black,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-S-Blue,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-S-Blue,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-S-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-S-Purple,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-S-Purple,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-S-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-M-Black,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-M-Black,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-M-Black,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-M-Blue,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-M-Blue,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-M-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-M-Purple,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-M-Purple,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-M-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-L-Black,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-L-Black,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-L-Black,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-L-Blue,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-L-Blue,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-L-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-L-Purple,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-L-Purple,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-L-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-XL-Black,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-XL-Black,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-XL-Black,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-XL-Blue,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-XL-Blue,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-XL-Blue,24.0,1.0,1,4,2,100.0,1.0,,,
MS05-XL-Purple,,Default,simple,,Default Category,base,Helios EverCool&trade; Tee-XL-Purple,"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",Helios EverCool&trade; Tee-XL-Purple,24.0,1.0,1,4,2,100.0,1.0,,,
MS09-XS-Black,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-XS-Black,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-XS-Black,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-XS-Blue,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-XS-Blue,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-XS-Blue,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-XS-Red,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-XS-Red,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-XS-Red,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-S-Black,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-S-Black,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-S-Black,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-S-Blue,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-S-Blue,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-S-Blue,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-S-Red,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-S-Red,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-S-Red,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-M-Black,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-M-Black,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-M-Black,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-M-Blue,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-M-Blue,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-M-Blue,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-M-Red,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-M-Red,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-M-Red,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-L-Black,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-L-Black,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-L-Black,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-L-Blue,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-L-Blue,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-L-Blue,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-L-Red,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-L-Red,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-L-Red,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-XL-Black,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-XL-Black,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-XL-Black,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-XL-Blue,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-XL-Blue,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-XL-Blue,32.0,1.0,1,4,2,100.0,1.0,,,
MS09-XL-Red,,Default,simple,,Default Category,base,Ryker LumaTech&trade; Tee (Crew-neck)-XL-Red,"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",Ryker LumaTech&trade; Tee (Crew-neck)-XL-Red,32.0,1.0,1,4,2,100.0,1.0,,,
MS11-XS-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-XS-Blue,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-XS-Blue,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-XS-Green,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-XS-Green,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-XS-Green,28.0,1.0,1,4,2,100.0,1.0,,,
